nmfat,dtfat,idcli,npais,quant,valor,,,,Média dos Valores:,408.22
566035,2/14/2021 12:36:00,13475,United Kingdom,222,317.12,,,,,
566038,12/4/2021 16:39,13324,United Kingdom,-3,-32.85,,,,,
566039,5/19/2021 13:28:00,16813,United Kingdom,151,206.25,,,,,
566040,6/30/2021 13:28:00,16401,United Kingdom,242,309.9,,,,,
566042,12/13/2020 15:46:00,14733,United Kingdom,844,1695.12,,,,,
566043,12/10/2021 11:22,12602,France,162,153.12,,,,,
566044,11/17/2021 9:39:00,12670,France,-6,-9.9,,,,,
566045,7/12/2021 9:32,17017,United Kingdom,424,630.6,,,,,
566046,6/12/2021 12:28,17481,United Kingdom,158,172.4,,,,,
566047,3/3/2021 13:14,17789,United Kingdom,74,225.9,,,,,
566048,5/4/2021 9:53,12668,Germany,-24,-34.8,,,,,
566049,8/5/2021 12:48,18149,United Kingdom,178,321.9,,,,,
566050,11/24/2021 13:06:00,16892,United Kingdom,69,150.6,,,,,
566051,10/26/2021 13:39:00,,United Kingdom,20,23.5,,,,,
566054,1/26/2021 17:16:00,14849,United Kingdom,-1,-2.95,,,,,
566055,8/26/2021 13:25:00,15356,United Kingdom,180,301.92,,,,,
566056,12/6/2021 13:00,16115,United Kingdom,72,147.76,,,,,
566057,7/18/2021 16:04:00,17603,United Kingdom,-1,-705.45,,,,,
566058,11/1/2021 11:46,13576,United Kingdom,-5,-10.65,,,,,
566059,9/12/2020 13:57,13982,United Kingdom,208,428.6,,,,,
566060,3/25/2021 10:52:00,15529,United Kingdom,344,366.18,,,,,
566061,9/26/2021 15:34:00,17997,United Kingdom,-9,-18.9,,,,,
566062,4/4/2021 10:52,15039,United Kingdom,181,435.56,,,,,
566063,7/18/2021 12:15:00,16705,United Kingdom,480,1585.94,,,,,
566064,11/29/2021 12:12:00,14550,United Kingdom,187,424.83,,,,,
566065,3/20/2021 13:52:00,16710,United Kingdom,261,242,,,,,
566066,4/18/2021 13:00:00,15615,United Kingdom,-6,-7.5,,,,,
566067,6/12/2020 15:06,,United Kingdom,4,9.65,,,,,
566068,8/4/2021 15:34,16873,United Kingdom,341,528.93,,,,,
566072,4/5/2021 14:33,16258,United Kingdom,372,1032.46,,,,,
566073,8/3/2021 12:52,12662,Germany,169,301.4,,,,,
566074,9/12/2020 14:44,12872,United Kingdom,203,378.53,,,,,
566075,6/20/2021 9:50:00,14194,United Kingdom,205,479.45,,,,,
566076,7/3/2021 13:00,15241,United Kingdom,-3,-17.85,,,,,
566077,7/6/2021 14:28,17026,United Kingdom,72,121.68,,,,,
566080,9/20/2021 11:32:00,13767,United Kingdom,444,1004.4,,,,,
566081,6/3/2021 14:21,15696,United Kingdom,112,230,,,,,
566082,7/12/2020 12:43,17287,United Kingdom,62,108.78,,,,,
566083,6/21/2021 18:00:00,,Ireland,-2,-18.7,,,,,
566085,11/16/2021 10:55:00,15687,United Kingdom,165,470.33,,,,,
566086,2/21/2021 8:50:00,18094,United Kingdom,264,504.72,,,,,
566087,7/17/2021 15:00:00,14895,United Kingdom,65,91.73,,,,,
566089,11/30/2021 8:44:00,12787,Netherlands,51,119,,,,,
566091,11/1/2021 9:20,16670,United Kingdom,188,369,,,,,
566092,4/11/2021 11:41,15722,United Kingdom,393,713.76,,,,,
566094,8/7/2021 14:45,,United Kingdom,10,29.6,,,,,
566108,5/12/2021 16:39,12479,Germany,-6,-14.9,,,,,
566121,10/21/2021 12:50:00,16918,United Kingdom,18,37.8,,,,,
566122,7/14/2021 14:51:00,16779,United Kingdom,-4,-9.95,,,,,
566123,11/30/2021 14:46:00,,United Kingdom,139,1058.71,,,,,
566124,4/11/2021 10:23,17930,United Kingdom,252,426.84,,,,,
566162,9/26/2021 11:02:00,15358,United Kingdom,503,524.61,,,,,
566163,3/10/2021 11:36,14815,United Kingdom,460,551.58,,,,,
566164,8/14/2021 12:55:00,16115,United Kingdom,207,273.02,,,,,
566169,12/20/2020 13:24:00,14062,United Kingdom,48,237.6,,,,,
566171,8/19/2021 10:18:00,16122,United Kingdom,466,300.42,,,,,
566172,7/14/2021 13:20:00,18283,United Kingdom,2,2.5,,,,,
566175,1/11/2021 15:48,17888,United Kingdom,30,37.5,,,,,
566178,6/12/2021 17:12,13323,United Kingdom,64,274.8,,,,,
566179,9/25/2021 14:37:00,16655,United Kingdom,768,1042.31,,,,,
566184,12/9/2021 13:34,14997,United Kingdom,612,278.4,,,,,
566186,9/5/2021 16:27,,United Kingdom,458,1513.36,,,,,
566189,10/2/2021 14:13,14665,United Kingdom,-2,-17.8,,,,,
566190,10/25/2021 8:51:00,13652,United Kingdom,288,456.84,,,,,
566191,12/10/2021 12:16,17193,United Kingdom,48,149.52,,,,,
566192,3/31/2021 11:25:00,17365,United Kingdom,785,543.6,,,,,
566193,9/8/2021 14:29,16672,United Kingdom,-1,-8.5,,,,,
566194,11/30/2021 15:08:00,14911,Ireland,133,482.96,,,,,
566195,10/30/2021 12:53:00,14456,United Kingdom,256,240.55,,,,,
566196,2/20/2021 11:39:00,16466,United Kingdom,65,111.67,,,,,
566199,10/16/2021 12:09:00,12940,United Kingdom,316,552.27,,,,,
566200,12/15/2020 9:20:00,15078,United Kingdom,-1,-10.75,,,,,
566201,11/29/2021 13:12:00,15311,United Kingdom,168,282.18,,,,,
566202,8/24/2021 10:20:00,13743,United Kingdom,264,116.88,,,,,
566203,7/29/2021 15:42:00,14083,United Kingdom,8,41.6,,,,,
566204,5/19/2021 9:47:00,13627,United Kingdom,242,294.73,,,,,
566206,5/25/2021 11:14:00,14593,United Kingdom,39,219.77,,,,,
566207,3/5/2021 8:47,14735,United Kingdom,-86,-218.1,,,,,
566208,9/12/2020 10:37,12683,France,107,213.88,,,,,
566213,2/15/2021 11:30:00,17315,United Kingdom,18,188.7,,,,,
566214,12/14/2020 11:12:00,,United Kingdom,1,2.95,,,,,
566215,8/17/2021 15:05:00,15827,United Kingdom,154,222.45,,,,,
566217,11/22/2021 12:40:00,16474,United Kingdom,-6,-13.58,,,,,
566218,5/17/2021 15:09:00,,United Kingdom,-7,-289.48,,,,,
566219,10/18/2021 14:49:00,12759,Netherlands,272,448.92,,,,,
566221,6/30/2021 19:13:00,16745,United Kingdom,174,294.65,,,,,
566224,7/27/2021 13:14:00,14911,Ireland,602,660.26,,,,,
566225,9/12/2021 11:57,15311,United Kingdom,-5,-54.75,,,,,
566226,5/24/2021 15:33:00,13213,United Kingdom,24,94.8,,,,,
566227,7/4/2021 18:06,14527,United Kingdom,-2,-11.6,,,,,
566228,8/11/2021 12:42,13668,United Kingdom,106,150.92,,,,,
566230,1/30/2021 15:54:00,13869,United Kingdom,261,574.19,,,,,
566231,12/9/2021 12:45,13269,United Kingdom,214,362.18,,,,,
566232,3/23/2021 8:26:00,16948,United Kingdom,150,170.94,,,,,
566233,9/25/2021 13:10:00,15312,United Kingdom,106,130.05,,,,,
566234,4/1/2021 14:12,13680,United Kingdom,526,871.48,,,,,
566235,9/11/2021 8:11,13798,United Kingdom,110,345.8,,,,,
566236,7/31/2021 12:52:00,13388,United Kingdom,20,55.8,,,,,
566239,4/20/2021 16:41:00,16611,United Kingdom,-1,-8.5,,,,,
566240,2/25/2021 11:32:00,15712,United Kingdom,109,299.8,,,,,
566241,12/7/2021 17:09,16365,United Kingdom,25,131.45,,,,,
566242,11/30/2021 8:43:00,18210,United Kingdom,270,441.04,,,,,
566243,10/8/2021 10:09,13117,United Kingdom,92,90.4,,,,,
566244,4/5/2021 10:15,13012,United Kingdom,146,313.62,,,,,
566245,4/28/2021 9:20:00,15768,United Kingdom,101,354.35,,,,,
566246,4/4/2021 10:16,16142,United Kingdom,422,535.34,,,,,
566247,6/12/2021 13:45,17705,United Kingdom,74,218,,,,,
566248,11/25/2021 9:31:00,15793,United Kingdom,177,353.61,,,,,
566249,12/6/2021 12:03,18109,United Kingdom,497,417.33,,,,,
566250,11/23/2021 14:39:00,12569,Germany,74,204.3,,,,,
566251,10/2/2021 12:15,18093,United Kingdom,496,852.92,,,,,
566253,11/18/2021 11:35:00,,United Kingdom,612,1496.04,,,,,
566254,9/6/2021 18:41,13969,United Kingdom,242,491.38,,,,,
566255,10/28/2021 12:32:00,17949,United Kingdom,1992,1434.24,,,,,
566256,9/27/2021 13:32:00,13979,United Kingdom,639,869.87,,,,,
566257,12/4/2021 12:00,17160,United Kingdom,569,611.91,,,,,
566258,11/29/2021 13:33:00,12464,Belgium,21,281.9,,,,,
566259,9/23/2021 15:45:00,12518,Germany,295,524.9,,,,,
566260,12/14/2020 14:26:00,17739,United Kingdom,90,360.06,,,,,
566261,2/24/2021 11:42:00,12582,Finland,141,205.16,,,,,
566262,10/13/2021 13:35:00,18096,United Kingdom,520,474.05,,,,,
566265,3/4/2021 14:24,18116,United Kingdom,113,201.01,,,,,
566266,6/20/2021 16:58:00,14667,United Kingdom,108,173.42,,,,,
566268,8/11/2021 13:52,16618,United Kingdom,592,1206.3,,,,,
566270,3/5/2021 11:34,15696,United Kingdom,87,312.49,,,,,
566271,8/11/2021 12:18,16945,United Kingdom,164,350.64,,,,,
566272,1/31/2021 11:42:00,17220,United Kingdom,142,320,,,,,
566273,11/17/2021 15:59:00,15267,United Kingdom,96,129.6,,,,,
566275,11/3/2021 9:20,16013,United Kingdom,100,255,,,,,
566276,6/19/2021 10:55:00,16923,United Kingdom,88,174.53,,,,,
566277,6/13/2021 8:44:00,13517,United Kingdom,715,1101.86,,,,,
566279,4/21/2021 16:38:00,15594,United Kingdom,-1,-4.25,,,,,
566282,7/7/2021 15:50,16581,United Kingdom,-12,-35.4,,,,,
566283,6/6/2021 13:48,14156,Ireland,404,958.12,,,,,
566284,3/30/2021 14:57:00,12921,United Kingdom,-1,-6.75,,,,,
566285,5/5/2021 17:29,13552,United Kingdom,-6,-22.5,,,,,
566286,10/10/2021 13:13,17652,United Kingdom,130,421.05,,,,,
566287,9/21/2021 15:54:00,15114,United Kingdom,249,197.29,,,,,
566288,8/18/2021 12:32:00,,United Kingdom,4,8.32,,,,,
566289,9/23/2021 9:00:00,12619,Germany,426,473.12,,,,,
566290,8/17/2021 13:21:00,16755,United Kingdom,380,588.36,,,,,
566291,6/24/2021 10:33:00,15981,United Kingdom,244,438.8,,,,,
566292,11/27/2021 12:29:00,15443,United Kingdom,437,687.86,,,,,
566293,6/27/2021 13:12:00,15838,United Kingdom,196,318.2,,,,,
566295,11/8/2021 10:24,14305,United Kingdom,-19,-48.85,,,,,
566296,7/29/2021 11:49:00,14499,United Kingdom,118,244.94,,,,,
566297,12/10/2021 14:42,17737,United Kingdom,57,87.39,,,,,
566298,7/12/2020 13:45,16086,United Kingdom,76,177.26,,,,,
566299,1/12/2020 17:35,18011,United Kingdom,71,102.79,,,,,
566300,3/12/2020 14:26,14723,United Kingdom,39,101.14,,,,,
566301,5/12/2021 11:58,,United Kingdom,852,7000.88,,,,,
566302,8/31/2021 12:11:00,15984,United Kingdom,191,383.4,,,,,
566303,12/16/2020 17:48:00,17412,United Kingdom,160,250.46,,,,,
566304,1/20/2021 16:16:00,13090,United Kingdom,-17,-144.33,,,,,
566305,8/17/2021 12:29:00,,Ireland,252,619.35,,,,,
566306,11/14/2021 13:27:00,,Hong Kong,1,326.1,,,,,
566307,6/23/2021 19:27:00,16161,United Kingdom,166,305.7,,,,,
566308,11/27/2021 10:39:00,13232,United Kingdom,52,187.9,,,,,
566309,1/11/2021 10:16,17377,United Kingdom,81,155.65,,,,,
566310,12/15/2020 12:35:00,14527,United Kingdom,-1,-26.93,,,,,
566311,5/16/2021 12:19:00,15125,United Kingdom,768,1820.64,,,,,
566314,12/17/2020 10:12:00,12748,United Kingdom,10,25.95,,,,,
566315,11/13/2021 12:23:00,15021,United Kingdom,10,32.17,,,,,
566317,11/16/2021 11:41:00,14646,Netherlands,147,232.5,,,,,
566318,2/13/2021 13:52:00,17095,United Kingdom,91,230.81,,,,,
566319,2/23/2021 16:41:00,13090,United Kingdom,192,485.04,,,,,
566320,2/12/2021 9:23,14895,United Kingdom,22,51.18,,,,,
566321,12/13/2020 9:49:00,13225,United Kingdom,864,1206.72,,,,,
566322,5/12/2020 12:15,13506,United Kingdom,232,301.12,,,,,
566323,5/12/2021 17:21,15145,United Kingdom,128,158.36,,,,,
566324,4/26/2021 9:48:00,,United Kingdom,105,652.05,,,,,
566325,5/6/2021 16:02,13983,United Kingdom,94,125.19,,,,,
566326,3/24/2021 10:58:00,12474,Germany,-4,-18.9,,,,,
566327,10/25/2021 10:17:00,13050,United Kingdom,482,306.17,,,,,
566328,6/13/2021 11:15:00,14573,United Kingdom,44,116.76,,,,,
566329,4/4/2021 12:34,17886,United Kingdom,93,223.19,,,,,
566334,1/6/2021 7:37,15643,United Kingdom,7,39.45,,,,,
566345,7/27/2021 12:58:00,14040,United Kingdom,93,151.95,,,,,
566361,5/25/2021 12:06:00,14680,United Kingdom,396,1126.6,,,,,
566364,4/19/2021 10:08:00,16422,United Kingdom,264,385.2,,,,,
566393,5/29/2021 10:40:00,17819,United Kingdom,314,843.06,,,,,
566394,5/13/2021 10:41:00,16161,United Kingdom,207,407.35,,,,,
566395,3/12/2020 10:43,12841,United Kingdom,186,294.25,,,,,
566396,8/22/2021 11:54:00,13408,United Kingdom,264,463.82,,,,,
566397,8/15/2021 13:09:00,15996,United Kingdom,27,111.56,,,,,
566399,9/12/2020 12:16,14355,United Kingdom,92,174.4,,,,,
566400,8/11/2021 16:55,18216,United Kingdom,200,481.75,,,,,
566402,3/11/2021 14:27,15570,United Kingdom,696,958.82,,,,,
566403,10/24/2021 12:56:00,17344,United Kingdom,66,160.57,,,,,
566405,12/5/2021 15:32,13263,United Kingdom,12,7.8,,,,,
566408,6/13/2021 14:13:00,12472,Germany,791,1266.66,,,,,
566420,5/25/2021 11:35:00,15882,United Kingdom,6,9.9,,,,,
566421,4/8/2021 16:38,,United Kingdom,523,1691.32,,,,,
566422,3/7/2021 12:21,14053,United Kingdom,115,154.25,,,,,
566424,1/27/2021 12:23:00,14970,United Kingdom,50,337.5,,,,,
566425,5/8/2021 11:19,16029,United Kingdom,157,260.62,,,,,
566426,4/8/2021 12:36,17511,United Kingdom,3005,5162.74,,,,,
566427,11/17/2021 11:45:00,14515,United Kingdom,217,533.69,,,,,
566428,7/20/2021 11:54:00,16393,United Kingdom,89,153.34,,,,,
566429,10/19/2021 12:16:00,13590,United Kingdom,404,552.4,,,,,
566430,3/25/2021 12:10:00,14758,United Kingdom,158,654.75,,,,,
566431,2/24/2021 9:32:00,17139,United Kingdom,894,2639.38,,,,,
566432,3/28/2021 13:57:00,12481,Germany,425,602.86,,,,,
566433,9/16/2021 10:56:00,12476,Germany,185,533.6,,,,,
566434,12/4/2021 11:50,16558,United Kingdom,-12,-31.39,,,,,
566435,9/3/2021 13:56,16771,United Kingdom,353,704.33,,,,,
566438,8/11/2021 15:26,16863,United Kingdom,304,338.55,,,,,
566439,2/22/2021 12:13:00,14060,United Kingdom,474,402.66,,,,,
566440,7/14/2021 10:21:00,17396,United Kingdom,258,1037.1,,,,,
566441,5/6/2021 13:08,17735,United Kingdom,581,873.85,,,,,
566442,10/11/2021 17:49,13817,Germany,148,254.28,,,,,
566443,3/16/2021 15:45:00,14505,United Kingdom,309,581.89,,,,,
566444,5/27/2021 14:10:00,13798,United Kingdom,258,556.3,,,,,
566446,8/12/2021 15:41,16322,United Kingdom,111,113.67,,,,,
566447,9/6/2021 16:08,15867,United Kingdom,86,302.72,,,,,
566448,1/12/2021 11:18,13777,United Kingdom,1167,2251.51,,,,,
566449,6/1/2021 12:37,12386,Australia,140,143,,,,,
566450,5/24/2021 9:12:00,15987,United Kingdom,62,39.9,,,,,
566451,9/22/2021 14:53:00,16161,United Kingdom,296,534.28,,,,,
566452,7/27/2021 13:42:00,17841,United Kingdom,142,252.22,,,,,
566453,2/16/2021 12:47:00,14944,United Kingdom,64,132.6,,,,,
566455,9/8/2021 10:19,18248,United Kingdom,269,307.56,,,,,
566465,2/16/2021 10:32:00,16378,United Kingdom,109,142.85,,,,,
566476,9/13/2021 12:32:00,14096,United Kingdom,106,433.93,,,,,
566478,6/12/2021 14:49,14868,United Kingdom,145,390.09,,,,,
566480,11/29/2021 15:38:00,18161,United Kingdom,-2,-5.9,,,,,
566481,7/31/2021 11:45:00,14911,Ireland,1410,1056.11,,,,,
566482,10/26/2021 14:36:00,18059,United Kingdom,107,95.78,,,,,
566483,11/14/2021 11:04:00,16936,United Kingdom,173,262.68,,,,,
566484,5/17/2021 17:26:00,13534,United Kingdom,-1,-2.08,,,,,
566485,9/25/2021 12:39:00,14561,United Kingdom,639,513.77,,,,,
566486,9/10/2021 13:15,16595,United Kingdom,335,360.16,,,,,
566487,3/8/2021 15:14,17848,United Kingdom,88,148.72,,,,,
566488,10/25/2021 17:22:00,17449,United Kingdom,58,206.62,,,,,
566489,10/20/2021 9:57:00,15301,United Kingdom,450,603.76,,,,,
566491,5/5/2021 10:07,17675,United Kingdom,222,464.3,,,,,
566493,2/14/2021 15:15:00,17571,United Kingdom,178,284.35,,,,,
566494,11/2/2021 15:43,13534,United Kingdom,-1,-0.85,,,,,
566495,10/28/2021 11:33:00,15028,United Kingdom,263,307.71,,,,,
566518,6/15/2021 10:51:00,12809,Portugal,220,489.31,,,,,
566520,5/18/2021 11:28:00,14583,United Kingdom,98,174.51,,,,,
566534,7/18/2021 14:24:00,13564,United Kingdom,-1,-550.64,,,,,
566537,1/26/2021 10:17:00,17811,United Kingdom,120,108.55,,,,,
566554,8/31/2021 10:42:00,16842,United Kingdom,144,397.24,,,,,
566555,11/18/2021 13:02:00,14390,United Kingdom,413,974.81,,,,,
566556,10/11/2021 12:38,16133,United Kingdom,-21,-51.19,,,,,
566557,2/23/2021 16:23:00,15984,United Kingdom,43,104.95,,,,,
566558,8/5/2021 15:20,12748,United Kingdom,20,95.85,,,,,
566559,4/2/2021 9:10,,United Kingdom,1,2.46,,,,,
566560,10/27/2021 10:57:00,12681,France,50,121.92,,,,,
566561,5/24/2021 17:33:00,16923,United Kingdom,-40,-130,,,,,
566562,9/22/2021 15:28:00,15237,United Kingdom,185,235.07,,,,,
566563,10/10/2021 15:42,15801,United Kingdom,466,869.98,,,,,
566564,10/13/2021 16:24:00,14555,United Kingdom,32,126.2,,,,,
566566,12/9/2021 9:43,16150,United Kingdom,164,339.83,,,,,
566567,11/4/2021 11:23,16133,United Kingdom,146,403.34,,,,,
566571,12/15/2020 14:25:00,18050,United Kingdom,40,74.4,,,,,
566572,1/24/2021 11:14:00,16782,United Kingdom,-1,-2.95,,,,,
566573,10/12/2020 11:01,17827,United Kingdom,659,919.8,,,,,
566574,12/10/2021 11:08,14642,United Kingdom,76,96.12,,,,,
566576,7/17/2021 13:41:00,16342,United Kingdom,76,89.26,,,,,
566577,4/18/2021 14:01:00,15755,United Kingdom,157,306.05,,,,,
566580,12/13/2020 15:20:00,17371,United Kingdom,40,97.63,,,,,
566581,6/10/2021 17:03,15766,United Kingdom,170,315.06,,,,,
566582,9/12/2020 15:30,16817,United Kingdom,-34,-42.5,,,,,
566583,10/18/2021 13:12:00,12611,Italy,846,1193.32,,,,,
566585,11/21/2021 16:06:00,,United Kingdom,4,8.73,,,,,
566586,1/18/2021 10:01:00,12346,United Kingdom,74215,77183.6,,,,,
566587,11/27/2021 11:57:00,13596,United Kingdom,214,411.6,,,,,
566588,11/27/2021 12:24:00,18156,United Kingdom,228,528.71,,,,,
566589,3/27/2021 15:41:00,16638,United Kingdom,38,254,,,,,
566590,2/21/2021 12:54:00,15065,United Kingdom,548,773.66,,,,,
566591,7/28/2021 19:34:00,15518,United Kingdom,1,1.95,,,,,
566592,8/16/2021 9:00:00,13995,United Kingdom,84,153.2,,,,,
566594,9/1/2021 10:43,13162,United Kingdom,942,753.26,,,,,
566595,9/16/2021 16:52:00,17728,United Kingdom,-1,-345.03,,,,,
566596,11/30/2021 17:02:00,18059,United Kingdom,-5,-9.75,,,,,
566597,4/7/2021 15:38,16861,United Kingdom,24,70.8,,,,,
566598,9/21/2021 16:31:00,13704,United Kingdom,150,269.16,,,,,
566599,11/1/2021 12:00,13078,United Kingdom,92,355.8,,,,,
566600,11/3/2021 12:26,12748,United Kingdom,6,13,,,,,
566601,8/6/2021 15:24,,United Kingdom,54,480.21,,,,,
566602,11/11/2021 15:19,,United Kingdom,1,1.69,,,,,
566603,11/23/2021 16:43:00,14189,United Kingdom,241,302.44,,,,,
566604,4/7/2021 16:08,13001,United Kingdom,395,770.07,,,,,
566605,9/12/2020 16:53,15555,United Kingdom,202,620.35,,,,,
566606,10/24/2021 16:20:00,17272,United Kingdom,569,698.39,,,,,
566607,10/13/2021 12:07:00,17063,United Kingdom,12,35.4,,,,,
566615,3/30/2021 9:12:00,12456,Switzerland,445,940.17,,,,,
566616,8/5/2021 11:21,17002,United Kingdom,156,480.46,,,,,
566617,6/7/2021 11:10,15889,United Kingdom,66,148.95,,,,,
566618,11/28/2021 10:20:00,14102,United Kingdom,223,295.43,,,,,
566619,11/17/2021 17:30:00,16558,United Kingdom,348,851.06,,,,,
566620,3/23/2021 14:55:00,12564,France,133,456.9,,,,,
566621,6/1/2021 13:41,12471,Germany,-4,-6.6,,,,,
566622,3/30/2021 12:02:00,16657,United Kingdom,463,242.55,,,,,
566623,6/12/2020 17:26,13564,United Kingdom,256,540,,,,,
566624,4/5/2021 8:40,14245,United Kingdom,345,688.35,,,,,
566625,6/28/2021 12:09:00,17900,United Kingdom,-24,-32.4,,,,,
566627,7/14/2021 14:46:00,17068,United Kingdom,88,170.45,,,,,
566628,4/11/2021 8:12,16839,United Kingdom,260,466.84,,,,,
566629,7/11/2021 12:41,13824,United Kingdom,108,269.1,,,,,
566631,9/26/2021 11:59:00,13481,United Kingdom,-12,-15,,,,,
566632,10/31/2021 12:21:00,16169,United Kingdom,256,317.34,,,,,
566633,5/26/2021 15:30:00,16092,United Kingdom,234,282.86,,,,,
566634,12/23/2020 17:41:00,,United Kingdom,3,7.1,,,,,
566635,8/22/2021 10:42:00,16839,United Kingdom,154,531.8,,,,,
566647,7/24/2021 11:40:00,14443,United Kingdom,319,383.12,,,,,
566648,7/3/2021 13:54,16225,United Kingdom,24,89.7,,,,,
566649,5/10/2021 13:54,16020,United Kingdom,290,518.8,,,,,
566667,2/18/2021 12:27:00,15311,United Kingdom,321,518.2,,,,,
566668,4/3/2021 10:21,17001,United Kingdom,178,333.2,,,,,
566669,11/18/2021 16:59:00,13381,United Kingdom,-2,-12.5,,,,,
566670,11/8/2021 11:42,14911,Ireland,1112,1234,,,,,
566673,10/27/2021 10:51:00,12681,France,300,490.19,,,,,
566674,7/19/2021 14:29:00,17735,United Kingdom,464,729.07,,,,,
566694,2/10/2021 15:07,16533,United Kingdom,162,376.97,,,,,
566705,10/31/2021 12:45:00,13145,United Kingdom,24,118.8,,,,,
566707,11/17/2021 12:11:00,15506,United Kingdom,475,464.85,,,,,
566708,4/14/2021 10:24:00,16422,United Kingdom,-1,-57.6,,,,,
566709,9/29/2021 12:39:00,13960,United Kingdom,40,128.1,,,,,
566710,3/7/2021 12:38,16918,United Kingdom,158,247.25,,,,,
566711,9/11/2021 8:11,14284,United Kingdom,91,343.15,,,,,
566712,6/22/2021 15:41:00,14640,United Kingdom,112,406.3,,,,,
566713,1/11/2021 15:40,17315,United Kingdom,120,186.05,,,,,
566717,5/9/2021 12:37,14565,United Kingdom,-3,-14.85,,,,,
566718,1/24/2021 10:38:00,13819,United Kingdom,546,408.3,,,,,
566719,5/10/2021 14:19,16160,United Kingdom,150,223.5,,,,,
566720,4/26/2021 13:11:00,17613,United Kingdom,-1,-7.95,,,,,
566721,4/27/2021 13:31:00,16016,United Kingdom,18,89.1,,,,,
566722,7/12/2021 8:41,16539,United Kingdom,56,335.2,,,,,
566723,3/10/2021 9:30,18059,United Kingdom,104,124.08,,,,,
566724,5/16/2021 9:57:00,13319,United Kingdom,292,732.92,,,,,
566726,5/20/2021 9:56:00,17381,United Kingdom,1084,784.92,,,,,
566727,6/6/2021 16:23,15737,United Kingdom,4,34,,,,,
566728,1/9/2021 10:03,13276,United Kingdom,20,137.38,,,,,
566729,6/6/2021 12:29,13319,United Kingdom,88,210.06,,,,,
566731,4/9/2021 13:15,14965,United Kingdom,353,474.5,,,,,
566732,7/1/2021 13:34,15649,United Kingdom,72,306,,,,,
566733,6/28/2021 15:47:00,16200,United Kingdom,231,550.57,,,,,
566734,7/3/2021 14:10,15498,United Kingdom,276,593.92,,,,,
566735,7/14/2021 10:57:00,17696,United Kingdom,-15,-45.31,,,,,
566736,2/23/2021 9:54:00,17949,United Kingdom,240,172.8,,,,,
566737,9/27/2021 18:41:00,,United Kingdom,1223,1978.27,,,,,
566738,6/21/2021 15:07:00,17420,United Kingdom,116,260.66,,,,,
566739,10/24/2021 13:50:00,14952,United Kingdom,-4,-31.1,,,,,
566740,9/19/2021 12:36:00,12724,France,192,542.81,,,,,
566744,8/30/2021 10:40:00,14911,Ireland,-4,-18.5,,,,,
566746,12/9/2021 11:44,17961,United Kingdom,1,5.95,,,,,
566747,1/9/2021 8:25,13509,United Kingdom,32,40,,,,,
566750,10/20/2021 14:10:00,15807,United Kingdom,2,16.5,,,,,
566755,5/19/2021 15:41:00,12601,Germany,35,140.6,,,,,
566756,10/16/2021 11:07:00,17769,United Kingdom,-2,-24.9,,,,,
566757,8/12/2021 10:14,12558,USA,-196,-269.96,,,,,
566759,11/23/2021 11:21:00,16954,United Kingdom,12,131.4,,,,,
566760,11/2/2021 14:00,,United Kingdom,2,11.2,,,,,
566761,11/23/2021 17:43:00,16343,United Kingdom,93,178.47,,,,,
566763,1/13/2021 11:05:00,14114,United Kingdom,89,195.13,,,,,
566764,9/20/2021 13:53:00,17340,United Kingdom,24,49.92,,,,,
566766,1/12/2020 10:24,17548,United Kingdom,-132,-141.48,,,,,
566767,9/29/2021 15:40:00,13759,United Kingdom,267,560.41,,,,,
566768,7/18/2021 15:21:00,13154,United Kingdom,-1,-611.86,,,,,
566769,7/12/2021 14:39,15701,United Kingdom,264,318.94,,,,,
566770,1/21/2021 15:01:00,,United Kingdom,106,672.86,,,,,
566771,9/20/2021 11:33:00,13767,United Kingdom,70,242.1,,,,,
566772,12/16/2020 17:20:00,17691,United Kingdom,76,147.9,,,,,
